tgl,ot,lat,lon,depth,mag,remark
5/1/2018,07.51.16,-8.71,111.42,21,2.9,Java - Indonesia
5/1/2018,07.49.47,0.62,121.23,53,2,Minahassa Peninsula - Sulawesi
5/1/2018,06.13.31,-8.7,118.38,132,4.7,Sumbawa Region - Indonesia
5/1/2018,06.03.22,-9.35,114.95,14,3.3,South of Bali - Indonesia
5/1/2018,05.18.18,-3.29,127.96,10,2.4,Seram - Indonesia
5/1/2018,03.17.59,-3.26,131.3,10,3.4,Irian Jaya Region - Indonesia
5/1/2018,02.18.03,0.71,98.12,45,3,Northern Sumatra - Indonesia
5/1/2018,02.02.35,-7.17,106.9,10,2.3,Java - Indonesia
5/1/2018,01.57.21,-7.25,106.86,10,3,Java - Indonesia
5/2/2018,22.47.48,-6.47,111.1,10,3.9,Java - Indonesia
5/2/2018,20.07.00,-2.2,121.42,10,3.6,Sulawesi - Indonesia
5/2/2018,19.21.48,-1.9,115.85,12,4.5,Borneo
5/2/2018,19.18.24,1.3,126.45,10,3.1,Northern Molucca Sea
5/2/2018,19.18.02,0.56,121.87,123,2.5,Minahassa Peninsula - Sulawesi
5/2/2018,18.50.18,0.2,121.33,156,2,Minahassa Peninsula - Sulawesi
5/2/2018,17.50.35,0.27,122.21,157,2,Minahassa Peninsula - Sulawesi
5/2/2018,16.40.04,-6.91,129.75,156,4.1,Banda Sea
5/2/2018,16.23.15,-8.18,107.93,40,2.6,Java - Indonesia
5/2/2018,16.11.36,-8.48,115.84,28,3.5,Bali Region - Indonesia
5/2/2018,15.00.57,-6.47,130.53,155,4,Banda Sea
5/2/2018,12.31.33,-1.11,99.65,25,3.7,Southern Sumatra - Indonesia
5/2/2018,11.11.17,-6.73,106.63,10,3.2,Java - Indonesia
5/2/2018,10.54.29,0.13,126.86,12,3.6,Northern Molucca Sea
5/2/2018,10.15.52,-1.89,128.95,28,3.8,Halmahera - Indonesia
5/2/2018,08.54.34,1.24,122.05,203,2.8,Minahassa Peninsula - Sulawesi
5/2/2018,06.26.51,3.18,127.96,82,4.1,Talaud Islands - Indonesia
5/2/2018,05.50.16,-9.15,123.01,95,2.9,Timor Region
5/2/2018,03.11.56,-3.14,139.65,33,4.4,Irian Jaya - Indonesia
5/3/2018,23.56.09,-6.02,128.76,320,4.4,Banda Sea
5/3/2018,22.39.52,-3.48,101.85,28,3,Southern Sumatra - Indonesia
5/3/2018,22.17.01,-0.07,123.18,130,3.8,Minahassa Peninsula - Sulawesi
5/3/2018,20.52.28,-2.24,139.14,27,4.8,Near North Coast of Irian Jaya
5/3/2018,16.11.12,-0.31,123.03,26,3.2,Minahassa Peninsula - Sulawesi
5/3/2018,16.00.39,0.61,125.52,22,3.7,Northern Molucca Sea
5/3/2018,15.29.40,-8.72,122.91,79,2.4,Flores Region - Indonesia
5/3/2018,13.33.33,1.53,123.02,10,4.1,Minahassa Peninsula - Sulawesi
5/3/2018,13.13.09,-8.1,118.01,17,2.7,Sumbawa Region - Indonesia
5/3/2018,10.39.57,-1.47,137.92,31,5.1,Near North Coast of Irian Jaya
5/3/2018,09.53.06,2.71,128.55,225,4.9,Halmahera - Indonesia
5/3/2018,07.33.24,-8.66,112.53,107,3.5,Java - Indonesia
5/3/2018,07.14.13,-7.2,105.27,10,4.3,Java - Indonesia
5/3/2018,06.06.05,0.5,98.59,15,4.2,Northern Sumatra - Indonesia
5/3/2018,04.54.52,1.87,127.32,13,4.3,Halmahera - Indonesia
5/3/2018,04.26.09,-0.78,99.57,10,3,Southern Sumatra - Indonesia
5/3/2018,03.35.59,-7.91,123.81,10,3.3,Banda Sea
5/3/2018,03.35.33,1.56,122.94,10,2.5,Minahassa Peninsula - Sulawesi
5/3/2018,03.01.52,-7.14,106.93,10,2.5,Java - Indonesia
5/3/2018,02.46.26,-7.15,109.66,10,2.9,Java - Indonesia
5/3/2018,02.16.24,-7.54,106.68,33,2.7,Java - Indonesia
5/4/2018,22.58.57,-0.21,122.99,59,3.5,Minahassa Peninsula - Sulawesi
5/4/2018,20.35.37,-2.96,139.8,18,4.3,Near North Coast of Irian Jaya
5/4/2018,20.30.54,-9.94,121.73,10,3,Savu Sea
5/4/2018,19.37.18,-7.15,106.93,10,2.2,Java - Indonesia
5/4/2018,19.15.45,-7.16,106.92,10,3.1,Java - Indonesia
5/4/2018,19.01.50,3.15,129.08,27,4.4,North of Halmahera - Indonesia
5/4/2018,18.56.47,3.26,129.08,22,4.3,North of Halmahera - Indonesia
5/4/2018,16.39.22,1.61,121.57,10,4.1,Minahassa Peninsula - Sulawesi
5/4/2018,16.26.19,-4.83,133.9,23,4.3,Irian Jaya Region - Indonesia
5/4/2018,16.18.58,-4.79,133.8,10,4.2,Irian Jaya Region - Indonesia
5/4/2018,16.04.41,-7.08,106.95,10,2.1,Java - Indonesia
5/4/2018,13.50.24,1.74,98.07,10,2.9,Northern Sumatra - Indonesia
5/4/2018,12.42.42,-4.02,128.78,11,3.2,Banda Sea
5/4/2018,12.25.20,1.22,121.52,19,2,Minahassa Peninsula - Sulawesi
5/4/2018,12.03.20,-0.13,123.91,83,3.7,Minahassa Peninsula - Sulawesi
5/4/2018,11.51.36,-8.95,112.52,30,3.3,Java - Indonesia
5/4/2018,11.32.42,0.04,126.79,33,3.8,Northern Molucca Sea
5/4/2018,11.18.36,5.14,127.25,147,4.5,Philippine Islands Region
5/4/2018,10.23.49,-2.71,140.13,38,2.4,Near North Coast of Irian Jaya
5/4/2018,08.37.44,-0.13,120.12,11,3.9,Minahassa Peninsula - Sulawesi
5/4/2018,06.38.33,-9.06,111.31,10,3.2,South of Java - Indonesia
5/4/2018,03.22.44,-7.3,120.72,567,4.6,Flores Sea
5/4/2018,03.22.21,-7.15,106.89,10,2.6,Java - Indonesia
5/4/2018,02.05.32,0.15,98.62,27,3.4,Northern Sumatra - Indonesia
5/4/2018,01.15.27,-9.23,123.71,91,3.6,Timor Region
5/5/2018,22.41.10,-0.29,122.98,63,3.3,Minahassa Peninsula - Sulawesi
5/5/2018,22.40.57,-7.15,129.66,142,4.2,Banda Sea
5/5/2018,22.18.58,0.03,126.68,57,4,Northern Molucca Sea
5/5/2018,21.02.55,1.86,98.99,124,4.7,Northern Sumatra - Indonesia
5/5/2018,16.22.44,-5.78,133.67,22,5,Aru Islands Region - Indonesia
5/5/2018,12.12.50,-9.72,119.44,40,3.5,Sumba Region - Indonesia
5/5/2018,10.48.25,-0.73,99.93,56,3.4,Southern Sumatra - Indonesia
5/5/2018,07.58.08,-9.89,118.93,38,3.4,Sumbawa Region - Indonesia
5/5/2018,05.20.35,-8.77,117.81,17,2.9,Sumbawa Region - Indonesia
5/5/2018,05.15.49,-3.22,130.59,10,3,Seram - Indonesia
5/5/2018,05.04.34,-8.52,119.39,142,3.7,Flores Region - Indonesia
5/5/2018,04.03.22,-8.74,111.46,15,2.9,Java - Indonesia
5/5/2018,03.51.47,-0.15,125.79,15,3.9,Southern Molucca Sea
5/5/2018,03.01.03,-9.25,124.04,57,3.1,Timor Region
5/5/2018,00.06.40,-5.95,104.05,10,3.9,Southern Sumatra - Indonesia
5/6/2018,22.55.34,-3.27,131,27,3.3,Irian Jaya Region - Indonesia
5/6/2018,22.06.13,-9.54,117.9,29,3.4,Sumbawa Region - Indonesia
5/6/2018,20.28.26,-1.58,135.62,10,4.3,Irian Jaya Region - Indonesia
5/6/2018,17.38.00,-0.99,120.06,10,3.2,Minahassa Peninsula - Sulawesi
5/6/2018,15.51.00,1.71,127.52,117,3.8,Halmahera - Indonesia
5/6/2018,15.30.10,2.38,122.82,456,3.9,Celebes Sea
5/6/2018,14.57.40,-7.11,129.76,127,4.9,Banda Sea
5/6/2018,12.58.26,-9.1,124.09,33,3.2,Timor Region
5/6/2018,12.53.17,-8.15,115.43,16,2.6,Bali Region - Indonesia
5/6/2018,12.34.32,0.53,120.51,16,2.5,Minahassa Peninsula - Sulawesi
5/6/2018,12.18.56,0.91,126.02,15,3.1,Northern Molucca Sea
5/6/2018,11.53.14,-6.07,130.91,110,4.2,Banda Sea
5/6/2018,11.44.04,0.9,126.13,10,3.2,Northern Molucca Sea
5/6/2018,11.35.43,-5.5,131.16,80,3.8,Banda Sea
5/6/2018,11.20.28,1.83,126.4,65,3.7,Northern Molucca Sea
5/6/2018,11.17.20,0.65,127.05,10,3.5,Halmahera - Indonesia
5/6/2018,09.46.35,1.28,98.85,74,2.9,Northern Sumatra - Indonesia
5/6/2018,09.17.41,0.8,122.64,14,2.6,Minahassa Peninsula - Sulawesi
5/6/2018,07.49.25,-0.76,131.28,24,2.3,Irian Jaya Region - Indonesia
5/6/2018,07.26.07,-3.62,126.36,81,3.6,Buru - Indonesia
5/6/2018,06.30.08,0.58,121.94,158,2.3,Minahassa Peninsula - Sulawesi
5/6/2018,05.33.28,-2.74,129.84,74,3.4,Seram - Indonesia
5/6/2018,05.02.49,-2.52,140.14,45,4.1,Near North Coast of Irian Jaya
5/6/2018,04.24.07,-8.31,114.66,11,2.6,Bali Region - Indonesia
5/6/2018,03.32.19,0.59,119.73,12,3.2,Minahassa Peninsula - Sulawesi
5/6/2018,01.41.11,-7.84,106.61,23,3.2,Java - Indonesia
5/6/2018,01.32.42,0.24,121.84,165,2.8,Minahassa Peninsula - Sulawesi
5/6/2018,00.51.58,0.29,123.17,259,4.4,Minahassa Peninsula - Sulawesi
5/7/2018,20.51.32,-7.91,120.15,10,3.6,Flores Sea
5/7/2018,20.12.39,-6.94,129.18,147,4.3,Banda Sea
5/7/2018,19.40.55,-0.66,97.05,10,3.5,Southwest of Sumatra - Indonesia
5/7/2018,19.31.07,-9.18,119.03,76,3.9,Sumba Region - Indonesia
5/7/2018,19.25.57,1.36,122.96,18,2.6,Minahassa Peninsula - Sulawesi
5/7/2018,19.01.35,-4.52,125.84,420,4.2,Banda Sea
5/7/2018,18.51.40,-6.94,106.28,82,2.6,Java - Indonesia
5/7/2018,18.49.19,-7.98,117.55,15,3.3,Bali Sea
5/7/2018,18.06.52,2.64,126.34,28,3.7,Northern Molucca Sea
5/7/2018,15.59.13,-8.87,118.73,109,4.6,Sumbawa Region - Indonesia
5/7/2018,15.23.51,-6.1,130.61,141,4.3,Banda Sea
5/7/2018,15.10.05,-5.36,102.48,41,4.3,Southern Sumatra - Indonesia
5/7/2018,13.00.56,-3.6,131.96,10,3.8,Irian Jaya Region - Indonesia
5/7/2018,12.03.07,0.15,122.12,126,2.5,Minahassa Peninsula - Sulawesi
5/7/2018,10.06.23,-2.96,129.13,10,3.6,Seram - Indonesia
5/7/2018,08.51.03,-0.06,122.97,60,2.4,Minahassa Peninsula - Sulawesi
5/7/2018,00.43.58,-9.7,124.01,67,3.6,Timor Region
5/8/2018,22.49.03,-9.49,113.97,10,3.7,South of Java - Indonesia
5/8/2018,22.27.45,-7.76,122.76,247,3.5,Flores Sea
5/8/2018,22.20.24,0.59,121.28,31,2,Minahassa Peninsula - Sulawesi
5/8/2018,22.13.42,0.64,125.12,14,3.3,Northern Molucca Sea
5/8/2018,22.04.39,1.92,122.4,320,2.8,Minahassa Peninsula - Sulawesi
5/8/2018,21.59.57,-7.46,129.09,139,4.5,Banda Sea
5/8/2018,18.10.04,-2.87,129.99,30,2.9,Seram - Indonesia
5/8/2018,17.54.47,-0.27,123,11,2.4,Minahassa Peninsula - Sulawesi
5/8/2018,17.21.19,-2.39,121.11,10,3.4,Sulawesi - Indonesia
5/8/2018,17.14.12,2.16,96.69,28,4.5,Northern Sumatra - Indonesia
5/8/2018,16.09.19,-7.23,106.87,10,3,Java - Indonesia
5/8/2018,15.50.03,-8.48,123.9,116,2.9,Flores Region - Indonesia
5/8/2018,15.48.58,-0.67,123.4,10,3.7,Minahassa Peninsula - Sulawesi
5/8/2018,14.03.54,-1.5,119.43,10,3.4,Sulawesi - Indonesia
5/8/2018,12.52.03,-6.9,129.91,113,4.3,Banda Sea
5/8/2018,10.03.28,-2.54,120.93,10,3.1,Sulawesi - Indonesia
5/8/2018,09.10.33,-1.55,126.46,13,3.9,Southern Molucca Sea
5/8/2018,08.56.19,-2.46,120.92,10,4.2,Sulawesi - Indonesia
5/8/2018,05.02.16,-2.83,129.92,51,3.3,Seram - Indonesia
5/8/2018,04.32.31,-1.85,139.05,10,3,Near North Coast of Irian Jaya
5/8/2018,03.48.43,-8.38,119.66,167,3.3,Flores Region - Indonesia
5/8/2018,03.26.15,1.51,99.52,166,4.2,Northern Sumatra - Indonesia
5/8/2018,01.21.20,-6.82,129.77,164,4.5,Banda Sea
5/9/2018,22.38.09,2.95,128.34,209,4.1,Halmahera - Indonesia
5/9/2018,22.18.06,-0.04,98.6,36,3.5,Southern Sumatra - Indonesia
5/9/2018,21.26.00,-6.33,104.91,62,5.3,Sunda Strait - Indonesia
5/9/2018,20.17.19,-3.44,131.2,10,3.2,Irian Jaya Region - Indonesia
5/9/2018,20.05.44,-1.6,138.63,10,2.7,Near North Coast of Irian Jaya
5/9/2018,19.51.49,-5.09,102.23,21,3.4,Southern Sumatra - Indonesia
5/9/2018,19.48.26,-1.47,119.63,10,2.9,Sulawesi - Indonesia
5/9/2018,18.14.50,1.34,122.54,10,4,Minahassa Peninsula - Sulawesi
5/9/2018,17.53.18,1.08,126.12,25,2.9,Northern Molucca Sea
5/9/2018,17.43.23,-9.52,118.28,22,3.3,Sumbawa Region - Indonesia
5/9/2018,16.20.02,-6.54,129.95,156,4.2,Banda Sea
5/9/2018,15.21.42,0.88,126.07,10,3.4,Northern Molucca Sea
5/9/2018,15.14.33,3.98,126.12,112,3.6,Talaud Islands - Indonesia
5/9/2018,06.49.33,0.18,122.32,10,1.8,Minahassa Peninsula - Sulawesi
5/9/2018,06.46.28,0.03,96.88,25,3.5,Off West Coast of Northern Sumatra
5/9/2018,02.33.19,0.05,123.28,10,2.8,Minahassa Peninsula - Sulawesi
5/9/2018,01.19.03,0.47,125.66,10,3.1,Northern Molucca Sea
5/9/2018,00.59.53,1.68,127.36,104,4.3,Halmahera - Indonesia
5/10/2018,23.57.49,-6.6,105.4,10,4.1,Sunda Strait - Indonesia
5/10/2018,23.46.52,2.14,98.31,30,3.3,Northern Sumatra - Indonesia
5/10/2018,22.52.14,3.56,126.97,61,5.1,Talaud Islands - Indonesia
5/10/2018,22.41.20,-1.27,120.32,10,3.6,Sulawesi - Indonesia
5/10/2018,21.51.05,-9.61,118.29,10,2.6,Sumbawa Region - Indonesia
5/10/2018,20.55.59,0.94,126.11,10,3.5,Northern Molucca Sea
5/10/2018,20.09.35,-0.66,101.29,200,4,Southern Sumatra - Indonesia
5/10/2018,20.06.25,5.61,126.62,86,4.6,Mindanao - Philippines
5/10/2018,19.43.05,-6.39,105.58,10,4.2,Sunda Strait - Indonesia
5/10/2018,19.32.55,1.14,121.79,10,3.5,Minahassa Peninsula - Sulawesi
5/10/2018,19.21.58,0.88,126.08,10,3.5,Northern Molucca Sea
5/10/2018,19.11.05,0.88,126.06,10,3.4,Northern Molucca Sea
5/10/2018,19.01.15,-6.64,105.38,10,3.9,Sunda Strait - Indonesia
5/10/2018,18.01.58,-6.94,105.24,17,3.8,Sunda Strait - Indonesia
5/10/2018,17.46.27,5.36,95.74,10,3.6,Northern Sumatra - Indonesia
5/10/2018,17.36.46,-6.22,105.7,10,3.6,Sunda Strait - Indonesia
5/10/2018,17.32.38,-7.21,129.23,166,4.1,Banda Sea
5/10/2018,17.24.39,0.28,126.59,26,2.8,Northern Molucca Sea
5/10/2018,17.09.13,-6.76,105.3,13,3.7,Sunda Strait - Indonesia
5/10/2018,16.46.42,2.13,96.61,29,4.5,Northern Sumatra - Indonesia
5/10/2018,16.34.28,-9.12,115.24,10,2.8,South of Bali - Indonesia
5/10/2018,15.55.57,0.96,126.14,10,3,Northern Molucca Sea
5/10/2018,15.18.12,0.93,126.05,10,2.9,Northern Molucca Sea
5/10/2018,14.31.13,-6.59,104.87,10,3.8,Sunda Strait - Indonesia
5/10/2018,14.24.13,0.3,121.81,196,2.4,Minahassa Peninsula - Sulawesi
5/10/2018,12.55.50,-2.27,139.67,10,2.8,Near North Coast of Irian Jaya
5/10/2018,12.54.00,-6.84,108.13,17,2.4,Java - Indonesia
5/10/2018,12.20.25,-6.82,108.12,10,2.6,Java - Indonesia
5/10/2018,12.00.54,-7.49,107.01,30,2.7,Java - Indonesia
5/10/2018,11.53.03,0.93,126.12,16,3.3,Northern Molucca Sea
5/10/2018,11.37.13,1.02,126.1,10,4.4,Northern Molucca Sea
5/10/2018,10.29.18,3.27,98.47,10,3.7,Northern Sumatra - Indonesia
5/10/2018,10.17.12,1.32,121.63,11,2.2,Minahassa Peninsula - Sulawesi
5/10/2018,09.44.18,0.87,126.03,10,3.3,Northern Molucca Sea
5/10/2018,09.37.52,0.99,126.1,10,3.5,Northern Molucca Sea
5/10/2018,09.28.13,-8.78,110.4,28,3.1,Java - Indonesia
5/10/2018,09.07.43,2.27,128.17,78,4.1,Halmahera - Indonesia
5/10/2018,09.05.32,0.98,126.09,10,3.9,Northern Molucca Sea
5/10/2018,08.39.53,1,126.08,59,5.3,Northern Molucca Sea
5/10/2018,07.29.34,0.96,124.9,32,3.2,Minahassa Peninsula - Sulawesi
5/10/2018,06.04.18,-7.48,106.65,33,2.8,Java - Indonesia
5/10/2018,04.50.13,-3.62,133.79,15,3.2,Irian Jaya Region - Indonesia
5/10/2018,03.58.27,-9.67,117.4,101,2.5,Sumbawa Region - Indonesia
5/11/2018,23.46.29,-0.2,124.62,37,3.3,Southern Molucca Sea
5/11/2018,22.25.22,-6.55,127.4,423,4.6,Banda Sea
5/11/2018,21.55.32,-6.45,129.99,117,4.5,Banda Sea
5/11/2018,19.02.38,0.86,126.06,10,3.1,Northern Molucca Sea
5/11/2018,16.49.35,4.33,123.45,520,3.9,Celebes Sea
5/11/2018,16.41.24,-9.69,114.58,35,3.8,South of Bali - Indonesia
5/11/2018,16.34.03,-3.46,99.36,76,3.8,Southwest of Sumatra - Indonesia
5/11/2018,15.36.36,-1.19,129.93,24,2.9,Halmahera - Indonesia
5/11/2018,14.29.35,3.34,128.26,84,4.8,North of Halmahera - Indonesia
5/11/2018,13.42.55,0.49,121.64,16,2.4,Minahassa Peninsula - Sulawesi
5/11/2018,11.08.59,0.96,122.64,24,2.2,Minahassa Peninsula - Sulawesi
5/11/2018,10.24.42,-10.21,119.22,23,3.3,Sumba Region - Indonesia
5/11/2018,08.57.32,-6.65,129.85,185,5.1,Banda Sea
5/11/2018,07.54.24,-9.35,112.42,10,4.6,South of Java - Indonesia
5/11/2018,07.33.13,-7.79,117.3,283,4.8,Bali Sea
5/11/2018,04.38.03,1.08,98.26,34,3.2,Northern Sumatra - Indonesia
5/11/2018,02.01.35,-3.03,127.5,27,3.4,Seram - Indonesia
5/11/2018,01.13.18,-0.18,122.62,10,2.7,Minahassa Peninsula - Sulawesi
5/12/2018,22.07.25,3.51,126.9,42,4.4,Talaud Islands - Indonesia
5/12/2018,22.05.14,-2.62,138.41,20,3.2,Irian Jaya - Indonesia
5/12/2018,19.08.49,0.75,97.41,17,2.8,Northern Sumatra - Indonesia
5/12/2018,18.19.47,1.17,126.94,14,4.2,Northern Molucca Sea
5/12/2018,18.15.22,1.21,126.96,22,4.7,Northern Molucca Sea
5/12/2018,17.58.13,-2.89,140.13,52,1.9,Near North Coast of Irian Jaya
5/12/2018,16.32.35,-2.58,140.2,77,3.6,Near North Coast of Irian Jaya
5/12/2018,16.11.03,0.9,126.11,10,3.2,Northern Molucca Sea
5/12/2018,15.59.30,-8.1,122.45,184,4,Flores Region - Indonesia
5/12/2018,13.08.10,-7.83,106.59,10,3.5,Java - Indonesia
5/12/2018,09.59.38,-7.03,111.29,13,3.6,Java - Indonesia
5/12/2018,05.53.03,-6.89,129.7,161,4.8,Banda Sea
5/13/2018,22.13.27,-1.32,120.74,18,3.8,Sulawesi - Indonesia
5/13/2018,18.36.46,-10.65,112.18,25,4.5,South of Java - Indonesia
5/13/2018,17.17.40,-5.21,104.31,10,3.2,Southern Sumatra - Indonesia
5/13/2018,16.32.20,0,122.94,15,2.7,Minahassa Peninsula - Sulawesi
5/13/2018,16.19.01,1.17,126.89,12,4.2,Northern Molucca Sea
5/13/2018,15.33.32,5.4,125.48,175,5,Mindanao - Philippines
5/13/2018,14.48.16,1.14,126.98,29,3.8,Northern Molucca Sea
5/13/2018,12.40.06,-6.17,124.84,602,5.1,Banda Sea
5/13/2018,12.32.05,-0.26,126.7,10,3.7,Southern Molucca Sea
5/13/2018,10.53.35,1.23,126.93,16,3.2,Northern Molucca Sea
5/13/2018,08.14.09,-2.61,130,21,2.9,Seram - Indonesia
5/13/2018,07.53.55,0.9,126.16,10,3.4,Northern Molucca Sea
5/13/2018,06.23.17,-7.37,106.78,10,2.9,Java - Indonesia
5/13/2018,06.18.24,-8.04,116.73,288,4.2,Sumbawa Region - Indonesia
5/13/2018,04.43.44,0.9,122.57,167,1.7,Minahassa Peninsula - Sulawesi
5/13/2018,04.39.52,-3.9,118.87,15,3.4,Sulawesi - Indonesia
5/13/2018,01.37.15,-8.77,107.24,10,3.3,Java - Indonesia
5/13/2018,01.03.25,0.36,98.7,17,3.2,Northern Sumatra - Indonesia
5/13/2018,00.48.34,-9.06,123.91,30,2.9,Timor Region
5/14/2018,23.54.34,-8.99,111.31,10,3.2,Java - Indonesia
5/14/2018,23.26.42,3.27,126.37,10,3.9,Talaud Islands - Indonesia
5/14/2018,23.17.34,-9,111.32,28,3.7,South of Java - Indonesia
5/14/2018,23.10.44,-6.83,125.71,515,4.5,Banda Sea
5/14/2018,22.17.34,3.74,96.2,18,3.2,Northern Sumatra - Indonesia
5/14/2018,18.23.13,1.2,98.88,77,3.5,Northern Sumatra - Indonesia
5/14/2018,18.08.52,-9.78,124.55,10,3.1,Timor Region
5/14/2018,17.13.55,-8.28,111.22,108,3.3,Java - Indonesia
5/14/2018,15.39.01,1.34,121.62,17,1.7,Minahassa Peninsula - Sulawesi
5/14/2018,15.10.52,-2.71,128.93,10,3.2,Ceram Sea
5/14/2018,14.10.01,0.55,122.08,17,2.5,Minahassa Peninsula - Sulawesi
5/14/2018,14.02.37,-6.01,105.48,10,3.4,Sunda Strait - Indonesia
5/14/2018,13.50.11,-6.29,107.4,283,3.9,Java - Indonesia
5/14/2018,13.01.43,-9.09,113.13,15,4.1,South of Java - Indonesia
5/14/2018,12.46.21,-1.93,133.39,19,2.8,Irian Jaya Region - Indonesia
5/14/2018,12.44.00,0.22,121.1,14,2.4,Minahassa Peninsula - Sulawesi
5/14/2018,11.50.30,0.55,121.4,13,1.7,Minahassa Peninsula - Sulawesi
5/14/2018,11.33.45,-7.75,111.84,12,2.5,Java - Indonesia
5/14/2018,06.46.43,-0.36,122.05,10,2.6,Minahassa Peninsula - Sulawesi
5/14/2018,06.23.52,-0.64,123.54,26,2.8,Minahassa Peninsula - Sulawesi
5/14/2018,06.17.09,-6.03,133.34,20,4.4,Aru Islands Region - Indonesia
5/14/2018,05.48.13,1.05,122.72,26,2.5,Minahassa Peninsula - Sulawesi
5/14/2018,02.44.14,-5.29,103.85,54,3.1,Southern Sumatra - Indonesia
5/14/2018,01.52.15,2.12,96.71,22,3.7,Northern Sumatra - Indonesia
5/15/2018,23.12.41,0.68,121.81,25,2.2,Minahassa Peninsula - Sulawesi
5/15/2018,22.44.50,4.8,96.13,10,3.2,Northern Sumatra - Indonesia
5/15/2018,22.23.39,0.4,122.24,13,2.4,Minahassa Peninsula - Sulawesi
5/15/2018,21.11.26,-8.42,124.33,10,2.6,Timor Region
5/15/2018,21.05.56,-7.2,107.64,10,1.8,Java - Indonesia
5/15/2018,20.55.58,0.14,120.08,10,1.7,Minahassa Peninsula - Sulawesi
5/15/2018,19.30.28,1.89,126.95,29,4.1,Northern Molucca Sea
5/15/2018,19.10.41,3.07,127.95,45,4.1,Talaud Islands - Indonesia
5/15/2018,17.43.17,-3.3,101.48,37,3.3,Southern Sumatra - Indonesia
5/15/2018,17.42.51,-7.36,106.82,10,2.3,Java - Indonesia
5/15/2018,17.05.31,-1.29,120.42,87,2.8,Sulawesi - Indonesia
5/15/2018,16.41.29,-8.52,108.47,52,4.1,Java - Indonesia
5/15/2018,11.33.32,2.87,126.18,28,4.1,Northern Molucca Sea
5/15/2018,10.40.58,-5.81,130.69,120,4.1,Banda Sea
5/15/2018,09.59.25,0.23,126.05,10,3.2,Northern Molucca Sea
5/15/2018,09.16.07,-8.71,109.01,10,4.1,Java - Indonesia
5/15/2018,08.57.03,-8.98,112.62,10,3.5,Java - Indonesia
5/15/2018,07.22.18,0.36,121.63,14,1.9,Minahassa Peninsula - Sulawesi
5/15/2018,03.46.12,0.24,122.23,200,4,Minahassa Peninsula - Sulawesi
5/15/2018,01.20.52,-3.77,101.62,25,4.4,Southern Sumatra - Indonesia
5/15/2018,01.06.15,-7.73,106.95,15,3.2,Java - Indonesia
5/15/2018,01.00.08,1.15,126.89,20,3.3,Northern Molucca Sea
5/16/2018,22.48.50,-10.95,115.06,26,4.9,South of Bali - Indonesia
5/16/2018,17.19.49,4.72,96.19,14,3.4,Northern Sumatra - Indonesia
5/16/2018,17.16.43,-2.41,121.04,10,3.4,Sulawesi - Indonesia
5/16/2018,16.00.09,4.51,95.01,55,4.8,Northern Sumatra - Indonesia
5/16/2018,15.30.18,-10.98,110.42,41,4.8,South of Java - Indonesia
5/16/2018,15.15.42,-3.43,128.25,10,2.7,Seram - Indonesia
5/16/2018,14.38.00,-4.12,129.19,10,3.7,Banda Sea
5/16/2018,13.00.24,1.17,126.24,12,3.4,Northern Molucca Sea
5/16/2018,12.40.13,0.57,125.67,19,3.7,Northern Molucca Sea
5/16/2018,12.28.00,-9.88,124.23,53,3,Timor Region
5/16/2018,08.50.01,4.54,126.57,37,4.2,Talaud Islands - Indonesia
5/16/2018,07.08.07,-8.9,110.32,10,3.3,Java - Indonesia
5/16/2018,05.11.47,1.03,122.81,10,2.8,Minahassa Peninsula - Sulawesi
5/16/2018,03.08.03,-1.1,128.25,26,4.2,Halmahera - Indonesia
5/16/2018,03.06.32,1.21,121.63,15,2.4,Minahassa Peninsula - Sulawesi
5/16/2018,03.06.04,1.37,122.51,10,2.2,Minahassa Peninsula - Sulawesi
5/16/2018,02.12.16,-3.69,138.66,87,5.6,Irian Jaya - Indonesia
5/16/2018,00.35.34,2.74,128.41,213,4.3,Halmahera - Indonesia
5/16/2018,00.13.57,3.51,126.57,45,4,Talaud Islands - Indonesia
5/17/2018,20.39.21,-7.14,129.52,223,4.2,Banda Sea
5/17/2018,20.32.31,0.76,126.37,31,2.9,Northern Molucca Sea
5/17/2018,20.21.55,0.58,127.56,10,3.1,Halmahera - Indonesia
5/17/2018,16.30.01,-2.94,119.54,10,3.8,Sulawesi - Indonesia
5/17/2018,15.18.10,-8.63,115.09,50,2.6,Bali Region - Indonesia
5/17/2018,13.37.14,-6.19,130.65,145,4.3,Banda Sea
5/17/2018,13.22.50,1.64,121.8,10,3.1,Minahassa Peninsula - Sulawesi
5/17/2018,07.03.46,-6.78,127.73,244,4.6,Banda Sea
5/17/2018,05.53.23,-4.46,101.82,10,3.3,Southern Sumatra - Indonesia
5/18/2018,22.21.23,-3.9,133.62,29,3.6,Irian Jaya Region - Indonesia
5/18/2018,21.26.30,-5.16,103.07,21,3.1,Southern Sumatra - Indonesia
5/18/2018,20.36.46,-4.05,133.5,10,5,Irian Jaya Region - Indonesia
5/18/2018,20.31.39,1.25,119.96,10,5,Celebes Sea
5/18/2018,20.31.38,1.17,120.01,10,4.8,Minahassa Peninsula - Sulawesi
5/18/2018,20.26.03,1.16,120.08,44,5.1,Minahassa Peninsula - Sulawesi
5/18/2018,20.24.18,-0.23,122.9,72,4.3,Minahassa Peninsula - Sulawesi
5/18/2018,19.57.06,5.6,126.5,134,4,Mindanao - Philippines
