tgl,ot,lat,lon,depth,mag,remark
5/18/2018,19.40.01,4.56,124.51,459,3.8,Celebes Sea
5/18/2018,18.35.16,2.39,98.94,131,3.4,Northern Sumatra - Indonesia
5/18/2018,16.06.37,-9.09,123.19,76,2.8,Timor Region
5/18/2018,14.50.32,-7.73,106.89,20,3.4,Java - Indonesia
5/18/2018,14.21.49,-3.46,139.66,14,4.3,Irian Jaya - Indonesia
5/18/2018,13.09.44,0.42,98.38,22,3.4,Northern Sumatra - Indonesia
5/18/2018,09.06.06,4.82,96,10,4.2,Northern Sumatra - Indonesia
5/18/2018,06.48.52,-5.58,131.17,92,4.6,Banda Sea
5/18/2018,05.58.04,-0.64,122.4,11,4.5,Minahassa Peninsula - Sulawesi
5/18/2018,05.57.56,-7.94,107.26,24,3.6,Java - Indonesia
5/19/2018,23.03.44,-4.32,102.01,40,4.6,Southern Sumatra - Indonesia
5/19/2018,19.08.37,-4.33,102.35,58,5,Southern Sumatra - Indonesia
5/19/2018,07.54.48,-9.37,119.26,41,4.6,Sumba Region - Indonesia
5/19/2018,03.57.17,-6.17,105.68,159,4.7,Sunda Strait - Indonesia
5/20/2018,21.55.41,-1.57,120.47,12,4.6,Sulawesi - Indonesia
5/20/2018,21.54.15,0.92,122.72,15,3.6,Minahassa Peninsula - Sulawesi
5/20/2018,19.58.15,1.44,127.59,168,3.7,Halmahera - Indonesia
5/20/2018,19.55.40,-6.81,110.37,13,3.1,Java - Indonesia
5/20/2018,19.40.06,-5.98,99.78,92,4.6,Southwest of Sumatra - Indonesia
5/20/2018,18.05.45,4.92,95.93,10,4.5,Northern Sumatra - Indonesia
5/20/2018,17.58.48,0.42,98.53,10,3.5,Northern Sumatra - Indonesia
5/20/2018,16.39.56,-7.67,106.29,10,3.2,Java - Indonesia
5/20/2018,09.48.00,-2.38,121.08,10,3.5,Sulawesi - Indonesia
5/20/2018,08.47.42,0.38,125.87,20,3.5,Northern Molucca Sea
5/20/2018,07.28.45,5.62,127.02,106,4.4,Philippine Islands Region
5/20/2018,02.13.10,-2.01,100.08,10,2.9,Southern Sumatra - Indonesia
5/20/2018,02.07.14,-3.54,139.67,10,3.5,Irian Jaya - Indonesia
5/20/2018,02.04.06,0.39,125.83,10,3.2,Northern Molucca Sea
5/21/2018,20.01.00,-9.15,124.25,78,3.7,Timor Region
5/21/2018,19.27.16,-5.36,102.44,26,3.6,Southern Sumatra - Indonesia
5/21/2018,18.38.38,-1.46,99.42,10,2.9,Southern Sumatra - Indonesia
5/21/2018,16.17.37,-1.42,99.41,12,2.9,Southern Sumatra - Indonesia
5/21/2018,15.55.19,0.26,122.21,150,3.3,Minahassa Peninsula - Sulawesi
5/21/2018,15.30.35,-8.07,111.24,10,2.8,Java - Indonesia
5/21/2018,14.38.34,-6.81,102.2,12,4.8,Southwest of Sumatra - Indonesia
5/21/2018,14.16.04,-9.46,125.36,10,3.6,Timor Region
5/21/2018,14.11.43,-8.78,110.56,10,3.1,Java - Indonesia
5/21/2018,13.33.34,0.95,126.15,17,4.6,Northern Molucca Sea
5/21/2018,13.30.12,1.59,123.46,10,2.6,Minahassa Peninsula - Sulawesi
5/21/2018,11.57.47,-7.97,117.23,18,4.2,Bali Sea
5/21/2018,11.56.04,-8.07,117.26,10,3.1,Sumbawa Region - Indonesia
5/21/2018,05.56.16,-0.02,122.13,10,2.7,Minahassa Peninsula - Sulawesi
5/21/2018,04.32.41,1.79,127.27,102,4,Halmahera - Indonesia
5/21/2018,00.30.52,-9.79,118.82,13,3.6,Sumbawa Region - Indonesia
5/22/2018,23.16.51,-7.91,117.35,297,3.5,Bali Sea
5/22/2018,21.40.45,-6.01,132.23,10,4.5,Tanimbar Islands Reg. - Indonesia
5/22/2018,21.34.44,-8.03,107.1,13,3.1,Java - Indonesia
5/22/2018,21.26.33,-0.85,124.41,10,3.1,Southern Molucca Sea
5/22/2018,20.19.31,-9.09,110.57,12,3.6,South of Java - Indonesia
5/22/2018,20.12.38,-9.31,110.56,10,4.3,South of Java - Indonesia
5/22/2018,19.38.24,-9.46,110.52,35,4.9,South of Java - Indonesia
5/22/2018,16.57.36,-9.3,113.12,10,3,South of Java - Indonesia
5/22/2018,16.44.20,-1.33,99.3,31,2.8,Southern Sumatra - Indonesia
5/22/2018,15.16.38,-4.11,133.62,20,4,Irian Jaya Region - Indonesia
5/22/2018,14.55.07,1.79,121.76,92,2,Minahassa Peninsula - Sulawesi
5/22/2018,14.35.08,-1.5,99.43,10,3.3,Southern Sumatra - Indonesia
5/22/2018,14.31.03,-7.65,119.37,253,3.9,Flores Sea
5/22/2018,14.21.39,-0.09,123.14,152,4.2,Minahassa Peninsula - Sulawesi
5/22/2018,13.07.38,-6.1,130.87,153,4.7,Banda Sea
5/22/2018,13.07.37,-8.73,118.25,10,3.2,Sumbawa Region - Indonesia
5/22/2018,10.01.42,-9.17,115.61,95,4.7,South of Bali - Indonesia
5/22/2018,09.21.37,2.05,121.69,49,4.2,Celebes Sea
5/22/2018,06.49.49,-9.38,122.18,27,3.7,Savu Sea
5/22/2018,06.49.48,-9.43,122.14,13,3.7,Savu Sea
5/22/2018,06.14.37,-0.19,121.86,10,2.6,Minahassa Peninsula - Sulawesi
5/22/2018,05.14.06,-8.09,117.9,12,3.5,Sumbawa Region - Indonesia
5/22/2018,04.35.30,-8.52,109.71,22,2.9,Java - Indonesia
5/22/2018,04.35.23,0.76,126.78,20,4.1,Northern Molucca Sea
5/22/2018,02.21.02,-9.44,117.17,13,4,Sumbawa Region - Indonesia
5/22/2018,02.20.24,-9.68,117.11,10,4.4,Sumbawa Region - Indonesia
5/23/2018,23.44.28,-2.69,128.02,10,4.9,Ceram Sea
5/23/2018,16.59.13,-9.37,110.54,10,4.3,South of Java - Indonesia
5/23/2018,15.09.44,-6.06,105.38,10,3.3,Sunda Strait - Indonesia
5/23/2018,14.57.28,3.41,95.92,56,3.4,Off West Coast of Northern Sumatra
5/23/2018,12.19.35,-8.98,114.1,40,3.3,Bali Region - Indonesia
5/23/2018,10.26.11,-0.55,137.52,10,4.9,Irian Jaya Region - Indonesia
5/23/2018,10.01.04,-7.76,128.01,147,4.8,Banda Sea
5/23/2018,09.46.39,0.62,122.46,72,3.8,Minahassa Peninsula - Sulawesi
5/23/2018,09.25.17,-1.27,120.38,10,4,Sulawesi - Indonesia
5/23/2018,05.43.33,0.91,119.99,10,2.8,Minahassa Peninsula - Sulawesi
5/23/2018,05.10.23,-9.17,118.29,126,3.3,Sumbawa Region - Indonesia
5/23/2018,02.22.29,-7.9,107.28,20,3.9,Java - Indonesia
5/24/2018,21.08.38,3.08,126.13,55,3.6,Talaud Islands - Indonesia
5/24/2018,19.30.51,-1.04,131.07,10,2.1,Irian Jaya Region - Indonesia
5/24/2018,18.48.49,-5.76,131.78,10,4.3,Banda Sea
5/24/2018,18.40.33,-9.3,111.99,19,3.5,South of Java - Indonesia
5/24/2018,18.32.22,-1.1,127.56,39,3.8,Halmahera - Indonesia
5/24/2018,13.57.20,-0.15,123.8,60,2.7,Minahassa Peninsula - Sulawesi
5/24/2018,10.21.47,-8.05,107.22,32,4.2,Java - Indonesia
5/24/2018,09.57.46,-2.13,128.39,12,3.2,Ceram Sea
5/24/2018,05.40.49,-0.98,130.66,17,2.7,Irian Jaya Region - Indonesia
5/24/2018,04.37.19,-0.68,131.62,10,4.4,Irian Jaya Region - Indonesia
5/24/2018,03.05.04,-4.58,140.48,18,4.6,Irian Jaya - Indonesia
5/24/2018,01.03.54,-7.37,107.56,16,2.3,Java - Indonesia
5/24/2018,00.18.26,-2.89,128.04,27,3.7,Ceram Sea
5/25/2018,22.23.45,-7.58,128.27,180,5.1,Banda Sea
5/25/2018,22.17.25,-10.05,119.86,13,4.5,Sumba Region - Indonesia
5/25/2018,21.48.22,-6.04,102.26,33,3.8,Southwest of Sumatra - Indonesia
5/25/2018,20.15.01,-7.18,106.89,10,4.4,Java - Indonesia
5/25/2018,19.33.36,1.82,127.44,116,4.2,Halmahera - Indonesia
5/25/2018,16.41.03,-0.04,123.13,139,2.2,Minahassa Peninsula - Sulawesi
5/25/2018,14.00.33,0.25,123.86,208,3.5,Minahassa Peninsula - Sulawesi
5/25/2018,09.26.40,-0.13,123.61,140,3.5,Minahassa Peninsula - Sulawesi
5/25/2018,03.58.56,-6.35,107.02,225,3.7,Java - Indonesia
5/25/2018,03.44.05,-2.76,140.32,10,3.8,Near North Coast of Irian Jaya
5/25/2018,03.35.21,-0.75,121.46,10,3.5,Minahassa Peninsula - Sulawesi
5/25/2018,03.16.36,-7.14,123.76,586,4.1,Banda Sea
5/26/2018,23.07.20,-9.16,118.39,59,3.6,Sumbawa Region - Indonesia
5/26/2018,23.01.22,1.65,121.98,10,2.5,Minahassa Peninsula - Sulawesi
5/26/2018,20.52.02,-7.2,106.85,10,3.2,Java - Indonesia
5/26/2018,16.09.52,-6.38,103.31,46,4.3,Southwest of Sumatra - Indonesia
5/26/2018,14.25.28,-0.76,131.09,10,2.2,Irian Jaya Region - Indonesia
5/26/2018,13.29.22,-1.98,128.53,68,3.9,Halmahera - Indonesia
5/26/2018,13.14.27,0.18,122,67,2.3,Minahassa Peninsula - Sulawesi
5/26/2018,12.27.25,5.99,125.32,10,4.7,Mindanao - Philippines
5/26/2018,11.36.26,-7.29,106.87,10,2.9,Java - Indonesia
5/26/2018,11.33.30,-9.4,113.53,20,3.6,South of Java - Indonesia
5/26/2018,11.30.34,-7.21,106.89,10,3.2,Java - Indonesia
5/26/2018,09.57.09,-9.17,111.25,21,4.3,South of Java - Indonesia
5/26/2018,09.35.41,-3.2,131.06,12,3.4,Irian Jaya Region - Indonesia
5/26/2018,03.49.59,-5.74,127.88,398,4.5,Banda Sea
5/26/2018,02.36.21,1.2,127.1,124,4,Halmahera - Indonesia
5/27/2018,23.47.55,-0.46,122.51,10,2.5,Minahassa Peninsula - Sulawesi
5/27/2018,23.24.20,0.27,125.84,10,4,Northern Molucca Sea
5/27/2018,22.59.04,-8.95,110.27,42,3.5,Java - Indonesia
5/27/2018,21.31.44,-2.01,139.58,14,3.9,Near North Coast of Irian Jaya
5/27/2018,20.55.58,1.03,126.13,11,3.1,Northern Molucca Sea
5/27/2018,18.14.41,-10.34,118.71,22,3.5,South of Sumbawa - Indonesia
5/27/2018,16.21.53,-9.38,113.56,20,3.4,South of Java - Indonesia
5/27/2018,16.02.50,-6.46,104.13,34,3.8,Sunda Strait - Indonesia
5/27/2018,10.46.07,-0.19,122.98,64,4,Minahassa Peninsula - Sulawesi
5/27/2018,07.11.03,0.35,121.28,10,2.9,Minahassa Peninsula - Sulawesi
5/27/2018,06.18.51,-2.8,122.4,10,3.8,Sulawesi - Indonesia
5/27/2018,04.36.10,-2.88,122.42,10,4.4,Sulawesi - Indonesia
5/27/2018,04.11.08,-8.33,119.69,182,3.9,Flores Region - Indonesia
5/28/2018,20.43.57,-0.05,123.39,99,3,Minahassa Peninsula - Sulawesi
5/28/2018,20.38.33,0.04,120.21,50,2.4,Minahassa Peninsula - Sulawesi
5/28/2018,20.07.56,-0.22,124.28,23,2.9,Southern Molucca Sea
5/28/2018,20.03.50,-0.34,124.22,11,3.3,Southern Molucca Sea
5/28/2018,19.41.30,-4.85,129.63,200,4.7,Banda Sea
5/28/2018,19.25.28,-9.31,118.38,48,5.2,Sumbawa Region - Indonesia
5/28/2018,15.30.43,-7.69,127.99,204,4.2,Banda Sea
5/28/2018,14.18.27,-9.87,118.67,34,3.2,Sumbawa Region - Indonesia
5/28/2018,13.57.10,-9.25,120.21,35,4.7,Sumba Region - Indonesia
5/28/2018,10.13.34,2.34,126.78,10,3.7,Northern Molucca Sea
5/28/2018,09.52.19,-7.33,106.79,10,2.8,Java - Indonesia
5/28/2018,07.27.04,0.49,99.92,156,4.1,Northern Sumatra - Indonesia
5/28/2018,07.14.58,-3.36,127.31,47,3.7,Seram - Indonesia
5/28/2018,06.03.48,-8.44,108.12,10,4.7,Java - Indonesia
5/28/2018,05.00.02,1.98,124.42,281,3.9,Minahassa Peninsula - Sulawesi
5/29/2018,23.15.05,0.51,100.13,166,3.4,Northern Sumatra - Indonesia
5/29/2018,19.21.55,1.8,126.3,10,3.2,Northern Molucca Sea
5/29/2018,18.29.36,1.23,98.59,50,3.5,Northern Sumatra - Indonesia
5/29/2018,17.55.47,-9.52,123.11,82,3,Timor Region
5/29/2018,17.43.01,0.16,122.96,109,2.9,Minahassa Peninsula - Sulawesi
5/29/2018,16.39.23,-8.12,117.78,28,3.3,Sumbawa Region - Indonesia
5/29/2018,16.34.19,-0.14,123.42,135,2.8,Minahassa Peninsula - Sulawesi
5/29/2018,15.38.12,-8.93,111.18,10,3.9,Java - Indonesia
5/29/2018,15.12.06,-6.7,132.24,127,4.6,Tanimbar Islands Reg. - Indonesia
5/29/2018,13.48.00,-5.77,104.06,10,3.4,Southern Sumatra - Indonesia
5/29/2018,13.42.49,-9.05,113.77,18,3.4,South of Java - Indonesia
5/29/2018,08.11.04,-9.85,114.98,10,3.5,South of Bali - Indonesia
5/29/2018,06.24.18,3.05,128.34,27,4.1,North of Halmahera - Indonesia
5/29/2018,05.00.58,-0.18,97.41,15,3.5,Southwest of Sumatra - Indonesia
5/29/2018,03.21.57,1.38,97.09,29,5.1,Northern Sumatra - Indonesia
5/29/2018,03.08.48,4.28,125.98,141,4.1,Talaud Islands - Indonesia
5/29/2018,02.10.44,-9.36,118.37,19,3.7,Sumbawa Region - Indonesia
5/30/2018,23.17.35,0.01,124.05,62,3.3,Minahassa Peninsula - Sulawesi
5/30/2018,22.26.17,-9.93,123.28,11,3.4,Timor Region
5/30/2018,22.19.57,-9.05,110.49,29,3.1,South of Java - Indonesia
5/30/2018,22.14.22,-9.22,118.09,10,3.4,Sumbawa Region - Indonesia
5/30/2018,21.49.17,-5.75,131.83,29,4.5,Banda Sea
5/30/2018,13.06.22,-6.45,131.39,101,4.4,Tanimbar Islands Reg. - Indonesia
5/30/2018,06.48.57,-8.59,112.02,81,3.8,Java - Indonesia
5/30/2018,06.23.31,-9.24,112.47,56,3.1,South of Java - Indonesia
5/30/2018,06.18.13,-2.31,102.01,160,4.4,Southern Sumatra - Indonesia
5/30/2018,05.33.46,1.1,97.15,10,3.6,Northern Sumatra - Indonesia
5/30/2018,05.21.50,-0.09,122.75,155,2.6,Minahassa Peninsula - Sulawesi
5/30/2018,04.24.05,0.27,97.82,18,3.4,Northern Sumatra - Indonesia
5/30/2018,04.17.02,-8.13,117.83,10,2.6,Sumbawa Region - Indonesia
5/30/2018,02.57.03,-8.04,117.86,10,2.7,Sumbawa Region - Indonesia
5/30/2018,01.47.16,-8.6,118.21,105,4,Sumbawa Region - Indonesia
5/31/2018,18.47.48,-10.38,124.19,35,4.1,Timor Region
5/31/2018,18.43.08,0.36,122.04,137,3.2,Minahassa Peninsula - Sulawesi
5/31/2018,18.26.35,1.67,127.15,125,4.4,Halmahera - Indonesia
5/31/2018,16.05.48,-9.2,118.41,10,2.8,Sumbawa Region - Indonesia
5/31/2018,15.44.23,4.22,126.59,10,4.6,Talaud Islands - Indonesia
5/31/2018,15.40.29,-8.46,112.08,98,3.6,Java - Indonesia
5/31/2018,14.53.55,-8.9,117.14,158,2.6,Sumbawa Region - Indonesia
5/31/2018,14.02.43,-8.5,117.22,158,2.4,Sumbawa Region - Indonesia
5/31/2018,13.39.08,-9.07,118.43,54,2.5,Sumbawa Region - Indonesia
5/31/2018,13.07.36,-8.66,119.34,130,3.6,Flores Region - Indonesia
5/31/2018,08.59.07,2.49,98.91,131,4,Northern Sumatra - Indonesia
5/31/2018,08.48.54,-0.83,131.05,12,2.3,Irian Jaya Region - Indonesia
5/31/2018,08.44.56,-8.24,123.36,192,3.4,Flores Region - Indonesia
5/31/2018,08.23.06,-8.27,114.08,94,3.1,Bali Region - Indonesia
5/31/2018,06.59.26,-9.1,117.75,78,2.2,Sumbawa Region - Indonesia
5/31/2018,06.09.21,1.82,121.5,68,2.8,Minahassa Peninsula - Sulawesi
5/31/2018,06.08.26,-9.15,119.07,87,4.5,Sumba Region - Indonesia
5/31/2018,03.08.29,-0.67,127.32,97,3.9,Halmahera - Indonesia
5/31/2018,00.16.47,-0.25,122.96,55,2.9,Minahassa Peninsula - Sulawesi
6/1/2018,15.39.19,1.45,126.41,11,3.7,Northern Molucca Sea
6/1/2018,09.47.24,1.93,127.33,60,3.7,Halmahera - Indonesia
6/1/2018,07.30.05,1.43,126.46,10,4,Northern Molucca Sea
6/1/2018,07.15.59,-5.2,132.41,44,5,Aru Islands Region - Indonesia
6/1/2018,04.20.37,0.41,125.3,28,3.7,Northern Molucca Sea
6/1/2018,04.00.00,-9.75,112.76,10,3.4,South of Java - Indonesia
6/1/2018,03.56.21,-9.81,112.65,10,3.5,South of Java - Indonesia
6/1/2018,03.54.20,-9.49,112.7,10,3.3,South of Java - Indonesia
6/1/2018,03.51.32,-9.49,112.71,10,3.5,South of Java - Indonesia
6/1/2018,02.23.01,-5.97,130.57,109,5.2,Banda Sea
6/1/2018,00.25.34,-0.35,123.08,31,3.4,Minahassa Peninsula - Sulawesi
6/2/2018,21.26.09,4.72,126.86,42,4.5,Talaud Islands - Indonesia
6/2/2018,20.55.54,4.62,126.83,53,4.8,Talaud Islands - Indonesia
6/2/2018,19.32.10,-8.47,112.32,91,3.2,Java - Indonesia
6/2/2018,19.14.44,-3.72,129.26,18,3.4,Seram - Indonesia
6/2/2018,19.09.03,-9.41,112.81,10,3,South of Java - Indonesia
6/2/2018,19.06.48,0.86,120.4,10,2.3,Minahassa Peninsula - Sulawesi
6/2/2018,17.42.20,1.39,126.93,73,4.3,Northern Molucca Sea
6/2/2018,17.11.36,4.58,126.82,54,4.8,Talaud Islands - Indonesia
6/2/2018,16.59.34,-7.82,106.62,23,3.3,Java - Indonesia
6/2/2018,16.39.28,4.56,126.88,47,4.5,Talaud Islands - Indonesia
6/2/2018,16.29.02,4.53,126.75,42,5.7,Talaud Islands - Indonesia
6/2/2018,14.49.28,1.32,125.75,52,3.9,Northern Molucca Sea
6/2/2018,14.02.00,-6.43,129.99,152,4.1,Banda Sea
6/2/2018,12.07.39,-8.82,109.08,10,3.2,Java - Indonesia
6/2/2018,11.59.38,-2.61,129.21,10,4,Seram - Indonesia
6/2/2018,11.01.02,2.96,127.37,10,4.2,Northern Molucca Sea
6/2/2018,10.39.53,1.97,126.61,10,3.9,Northern Molucca Sea
6/2/2018,07.26.54,-5.99,129.96,208,4.2,Banda Sea
6/2/2018,02.47.26,-3.56,139.08,12,3.9,Irian Jaya - Indonesia
6/2/2018,02.02.04,-9.32,115.09,26,3.2,South of Bali - Indonesia
6/2/2018,00.46.39,-8.88,105.6,10,3.8,South of Java - Indonesia
6/3/2018,22.31.32,4.15,126.78,23,4.2,Talaud Islands - Indonesia
6/3/2018,22.20.05,-5.92,131.63,46,4.6,Banda Sea
6/3/2018,22.08.16,-9.35,118.96,10,3.7,Sumbawa Region - Indonesia
6/3/2018,22.04.02,-8.16,115.2,10,2.7,Bali Region - Indonesia
6/3/2018,21.16.49,-8.72,118.33,130,4.7,Sumbawa Region - Indonesia
6/3/2018,21.16.36,-8.95,112.49,24,4,Java - Indonesia
6/3/2018,21.16.35,-8.99,112.47,18,4.1,Java - Indonesia
6/3/2018,19.29.05,1.89,99.06,139,3.8,Northern Sumatra - Indonesia
6/3/2018,19.05.31,-2.06,100.65,27,4,Southern Sumatra - Indonesia
6/3/2018,18.16.52,-2.15,125.99,10,4.3,Ceram Sea
6/3/2018,16.39.43,-8.66,115.23,18,2.6,Bali Region - Indonesia
6/3/2018,13.41.46,-3.49,135.45,21,4,Irian Jaya Region - Indonesia
6/3/2018,07.51.51,-3.71,128.27,10,3.7,Seram - Indonesia
6/3/2018,07.01.33,-8.79,116.9,10,1.9,Sumbawa Region - Indonesia
6/3/2018,06.26.33,4.5,126.75,62,4.9,Talaud Islands - Indonesia
6/3/2018,04.35.53,1.36,122.78,10,3.7,Minahassa Peninsula - Sulawesi
6/3/2018,04.13.27,-7.49,128.45,157,4.6,Banda Sea
6/3/2018,03.35.18,-8.76,108.5,10,3.3,Java - Indonesia
6/3/2018,03.34.17,-8.6,117.51,183,2.3,Sumbawa Region - Indonesia
6/3/2018,00.11.40,-2.82,140.54,10,4.1,Near North Coast of Irian Jaya
6/4/2018,18.24.37,-7.13,123.23,636,5.4,Banda Sea
6/4/2018,17.18.41,-8.92,105.62,10,4.5,South of Java - Indonesia
6/4/2018,17.16.12,-0.02,122.12,218,3.3,Minahassa Peninsula - Sulawesi
6/4/2018,16.56.07,1.03,97.94,10,2.5,Northern Sumatra - Indonesia
6/4/2018,16.54.58,-7.18,106.91,10,2.7,Java - Indonesia
6/4/2018,12.00.33,-0.11,124.38,19,3.6,Southern Molucca Sea
6/4/2018,11.06.18,-2.88,127.97,10,4.3,Ceram Sea
6/4/2018,10.56.46,-9.22,118.36,21,2.8,Sumbawa Region - Indonesia
6/4/2018,08.04.31,-9.56,112.54,10,4.1,South of Java - Indonesia
6/4/2018,06.31.36,-4.97,102.89,64,4.9,Southern Sumatra - Indonesia
6/4/2018,05.42.16,-8.52,111.81,94,3.9,Java - Indonesia
6/4/2018,05.21.39,-0.14,123.94,18,3.2,Minahassa Peninsula - Sulawesi
6/4/2018,03.36.55,-8.98,123.93,113,4,Flores Region - Indonesia
6/4/2018,02.18.48,2.31,128.3,212,3.9,Halmahera - Indonesia
6/4/2018,00.26.42,-7,106.87,13,2.8,Java - Indonesia
6/4/2018,00.25.42,-8.91,118.93,10,3.3,Sumbawa Region - Indonesia
6/5/2018,23.33.50,-9.24,115.73,137,4.1,South of Bali - Indonesia
6/5/2018,23.00.32,-6.07,103.65,55,4.5,Southwest of Sumatra - Indonesia
6/5/2018,19.04.45,0.95,124.62,131,3.5,Minahassa Peninsula - Sulawesi
6/5/2018,15.41.29,-8.96,110.46,11,2.8,Java - Indonesia
6/5/2018,14.16.40,-0.22,124.54,40,4.6,Southern Molucca Sea
6/5/2018,13.26.19,-10.17,119.24,17,3.7,Sumba Region - Indonesia
6/5/2018,12.06.15,-9.48,119.46,55,3.3,Sumba Region - Indonesia
6/5/2018,11.55.15,2.59,127.13,27,3.4,Northern Molucca Sea
6/5/2018,11.48.49,-8.76,124.09,10,2.4,Timor Region
6/5/2018,09.01.17,-8.81,112.45,40,3.8,Java - Indonesia
6/5/2018,02.40.26,-2.95,128.14,10,4.2,Ceram Sea
6/5/2018,02.03.16,-4.66,101.8,24,4.2,Southern Sumatra - Indonesia
6/6/2018,23.52.17,4.94,126.63,10,4.4,Talaud Islands - Indonesia
6/6/2018,23.17.04,-2.33,140.1,10,2.4,Near North Coast of Irian Jaya
6/6/2018,23.17.02,-0.2,122.68,10,2.5,Minahassa Peninsula - Sulawesi
6/6/2018,22.47.10,-3.95,139.62,10,4.5,Irian Jaya - Indonesia
6/6/2018,22.33.16,-0.06,130.49,22,3.3,Irian Jaya Region - Indonesia
6/6/2018,21.32.34,-10.59,112.29,10,4.2,South of Java - Indonesia
6/6/2018,18.55.31,-1.22,99,29,3.3,Southern Sumatra - Indonesia
6/6/2018,18.21.32,-7.84,106.59,10,3.5,Java - Indonesia
6/6/2018,18.07.16,-8.86,121.76,14,3,Flores Region - Indonesia
6/6/2018,17.54.23,-2.46,140.01,21,4.5,Near North Coast of Irian Jaya
6/6/2018,16.18.27,-8.28,107.59,16,3.9,Java - Indonesia
6/6/2018,16.10.53,-7,127.12,416,4.9,Banda Sea
6/6/2018,13.54.53,0.98,122.4,38,1.5,Minahassa Peninsula - Sulawesi
6/6/2018,13.36.42,3.87,96.22,10,3.5,Northern Sumatra - Indonesia
6/6/2018,12.38.29,-0.97,123.16,34,3.9,Minahassa Peninsula - Sulawesi
6/6/2018,11.45.57,-7.98,128.25,86,4.5,Banda Sea
6/6/2018,07.32.09,2.77,128.57,231,4.5,Halmahera - Indonesia
6/6/2018,05.24.11,-8.12,123.89,167,3.4,Flores Region - Indonesia
6/6/2018,04.54.01,-1.43,135,11,5.2,Irian Jaya Region - Indonesia
6/6/2018,03.08.24,1.34,126.85,40,4,Northern Molucca Sea
6/7/2018,21.40.51,1.25,126.94,56,3.4,Northern Molucca Sea
6/7/2018,21.19.57,-4.96,132.23,13,4.7,Irian Jaya Region - Indonesia
6/7/2018,20.02.40,-1.29,120.6,10,4.4,Sulawesi - Indonesia
6/7/2018,17.49.19,-6.94,122.12,10,4.4,Flores Sea
6/7/2018,14.34.27,-3.24,130.74,10,3.7,Seram - Indonesia
6/7/2018,13.27.28,-6.07,129.72,124,4.4,Banda Sea
6/7/2018,06.40.46,-7.82,106.46,12,4.2,Java - Indonesia
6/7/2018,06.26.23,-7.43,107.56,58,2.8,Java - Indonesia
6/7/2018,02.09.04,5.8,125.74,196,4.8,Mindanao - Philippines
6/7/2018,01.40.15,-1.79,119.78,225,4,Sulawesi - Indonesia
6/8/2018,21.55.36,-7.45,122.95,562,3.9,Flores Sea
6/8/2018,21.28.35,-2.73,118.95,16,4.6,Sulawesi - Indonesia
6/8/2018,20.00.24,1,125.48,25,4.4,Northern Molucca Sea
6/8/2018,18.50.26,-1.73,105.35,10,3.4,Southern Sumatra - Indonesia
6/8/2018,18.47.25,1.49,127.27,92,3.4,Halmahera - Indonesia
6/8/2018,17.34.44,-8.41,121.27,181,3.9,Flores Region - Indonesia
6/8/2018,17.19.35,3.37,126.93,10,3.8,Talaud Islands - Indonesia
6/8/2018,17.02.01,-7.94,123.07,211,3.3,Banda Sea
6/8/2018,13.54.13,-3.55,135.69,25,4.1,Irian Jaya Region - Indonesia
6/8/2018,13.08.10,-2.75,118.93,17,4.7,Sulawesi - Indonesia
6/8/2018,12.08.55,-2.41,118.86,11,3.3,Sulawesi - Indonesia
6/8/2018,10.55.44,-2.42,118.93,10,3.4,Sulawesi - Indonesia
6/8/2018,05.42.31,-7.99,107.89,26,2.6,Java - Indonesia
6/8/2018,04.39.55,-6.02,105.22,10,3.5,Sunda Strait - Indonesia
6/8/2018,02.52.39,3.76,127.85,149,4.4,Talaud Islands - Indonesia
6/8/2018,02.44.47,-2.53,100.92,34,4,Southern Sumatra - Indonesia
6/8/2018,00.27.37,-7.22,106.03,18,4.7,Java - Indonesia
6/8/2018,00.19.53,3.04,127.9,23,4.1,Talaud Islands - Indonesia
6/8/2018,00.09.31,-4.29,103.35,139,4,Southern Sumatra - Indonesia
6/9/2018,18.42.26,-7.55,113.76,17,3.1,Java - Indonesia
6/9/2018,18.40.32,2.74,95.35,12,4.5,Off West Coast of Northern Sumatra
6/9/2018,18.29.54,0.27,122.32,142,2.9,Minahassa Peninsula - Sulawesi
6/9/2018,12.27.17,-0.08,123.34,137,3,Minahassa Peninsula - Sulawesi
6/9/2018,12.10.27,-7.81,107.25,26,2.7,Java - Indonesia
6/9/2018,10.27.57,-9.23,118.76,28,2.8,Sumbawa Region - Indonesia
6/9/2018,04.14.10,-3.16,119.64,10,3.4,Sulawesi - Indonesia
6/9/2018,03.20.10,-0.26,123.12,53,2.7,Minahassa Peninsula - Sulawesi
6/9/2018,02.43.49,-8.13,117.83,10,2.4,Sumbawa Region - Indonesia
6/9/2018,02.06.35,-9.11,116.01,38,2.6,Sumbawa Region - Indonesia
6/10/2018,23.30.33,-7.55,120.04,428,4.2,Flores Sea
6/10/2018,22.48.00,-7.17,106.91,18,3.1,Java - Indonesia
6/10/2018,20.56.36,-3.33,127.15,10,4.4,Seram - Indonesia
6/10/2018,16.36.39,0.05,122.52,12,2.4,Minahassa Peninsula - Sulawesi
6/10/2018,15.43.58,0.95,98.59,67,3.7,Northern Sumatra - Indonesia
6/10/2018,14.58.29,0.14,122.04,20,2.5,Minahassa Peninsula - Sulawesi
6/10/2018,14.52.31,-7.14,106.9,10,2.8,Java - Indonesia
